"Run","Algorithm","value"
158,"lookoutOld",0
158,"HDoutliers",0
158,"kdeos",0
158,"rdos",0
159,"stray",0
159,"lookoutNew",0
159,"lookoutOld",0
159,"HDoutliers",0
159,"kdeos",0
159,"rdos",0
160,"stray",0
160,"lookoutNew",0
160,"lookoutOld",0
160,"HDoutliers",0
160,"kdeos",0
160,"rdos",0
161,"stray",0
161,"lookoutNew",0
161,"lookoutOld",0
161,"HDoutliers",0
161,"kdeos",0
161,"rdos",0
162,"stray",0
162,"lookoutNew",0
162,"lookoutOld",0
162,"HDoutliers",0
162,"kdeos",0
162,"rdos",0
163,"stray",0
163,"lookoutNew",0
163,"lookoutOld",0
163,"HDoutliers",0
163,"kdeos",0
163,"rdos",0
164,"stray",0
164,"lookoutNew",0
164,"lookoutOld",0
164,"HDoutliers",0
164,"kdeos",0
164,"rdos",0
165,"stray",0
165,"lookoutNew",0
165,"lookoutOld",0
165,"HDoutliers",0
165,"kdeos",0
165,"rdos",0
166,"stray",0
166,"lookoutNew",0
166,"lookoutOld",0
166,"HDoutliers",0
166,"kdeos",0
166,"rdos",0
167,"stray",0
167,"lookoutNew",0
167,"lookoutOld",0
167,"HDoutliers",0
167,"kdeos",0
167,"rdos",0
168,"stray",0
168,"lookoutNew",0
168,"lookoutOld",0
168,"HDoutliers",0
168,"kdeos",0
168,"rdos",0
169,"stray",0
169,"lookoutNew",0
169,"lookoutOld",0
169,"HDoutliers",0
169,"kdeos",0
169,"rdos",0
170,"stray",0
170,"lookoutNew",0
170,"lookoutOld",0
170,"HDoutliers",0
170,"kdeos",0
170,"rdos",0
171,"stray",0
171,"lookoutNew",0
171,"lookoutOld",0
171,"HDoutliers",0
171,"kdeos",0
171,"rdos",0
172,"stray",0
172,"lookoutNew",0
172,"lookoutOld",0
172,"HDoutliers",0
172,"kdeos",0
172,"rdos",0
173,"stray",0
173,"lookoutNew",0
173,"lookoutOld",0
173,"HDoutliers",0
173,"kdeos",0
173,"rdos",0
174,"stray",0
174,"lookoutNew",0
174,"lookoutOld",0
174,"HDoutliers",0
174,"kdeos",0
174,"rdos",0
175,"stray",0
175,"lookoutNew",0
175,"lookoutOld",0
175,"HDoutliers",0
175,"kdeos",0
175,"rdos",0
176,"stray",0
176,"lookoutNew",0
176,"lookoutOld",0
176,"HDoutliers",0
176,"kdeos",0
176,"rdos",0
177,"stray",0
177,"lookoutNew",0
177,"lookoutOld",0
177,"HDoutliers",0
177,"kdeos",0
177,"rdos",0
178,"stray",0
178,"lookoutNew",0
178,"lookoutOld",0
178,"HDoutliers",0
178,"kdeos",0
178,"rdos",0
179,"stray",0
179,"lookoutNew",0
179,"lookoutOld",0
179,"HDoutliers",0
179,"kdeos",0
179,"rdos",0
180,"stray",0
180,"lookoutNew",0
180,"lookoutOld",0
180,"HDoutliers",0
180,"kdeos",0
180,"rdos",0
181,"stray",0
181,"lookoutNew",0
181,"lookoutOld",0
181,"HDoutliers",0
181,"kdeos",0
181,"rdos",0
182,"stray",0
182,"lookoutNew",0
182,"lookoutOld",0
182,"HDoutliers",0
182,"kdeos",0
182,"rdos",0
183,"stray",0
183,"lookoutNew",0
183,"lookoutOld",0
183,"HDoutliers",0
183,"kdeos",0
183,"rdos",0
184,"stray",0
184,"lookoutNew",0
184,"lookoutOld",0
184,"HDoutliers",0
184,"kdeos",0
184,"rdos",0
185,"stray",0
185,"lookoutNew",0
185,"lookoutOld",0
185,"HDoutliers",0
185,"kdeos",0
185,"rdos",0
186,"stray",0
186,"lookoutNew",0
186,"lookoutOld",0
186,"HDoutliers",0
186,"kdeos",0
186,"rdos",0
187,"stray",0
187,"lookoutNew",0
187,"lookoutOld",0
187,"HDoutliers",0
187,"kdeos",0
187,"rdos",0
188,"stray",0
188,"lookoutNew",0
188,"lookoutOld",0
188,"HDoutliers",0
188,"kdeos",0
188,"rdos",0
189,"stray",0
189,"lookoutNew",0
189,"lookoutOld",0
189,"HDoutliers",0
189,"kdeos",0
189,"rdos",0
190,"stray",0
190,"lookoutNew",0
190,"lookoutOld",0
190,"HDoutliers",0
190,"kdeos",0
190,"rdos",0
191,"stray",0
191,"lookoutNew",0
191,"lookoutOld",0
191,"HDoutliers",0
191,"kdeos",0
191,"rdos",0
192,"stray",0
192,"lookoutNew",0
192,"lookoutOld",0
192,"HDoutliers",0
192,"kdeos",0
192,"rdos",0
193,"stray",0
193,"lookoutNew",0
193,"lookoutOld",0
193,"HDoutliers",0
193,"kdeos",0
193,"rdos",0
194,"stray",0
194,"lookoutNew",0
194,"lookoutOld",0
194,"HDoutliers",0
194,"kdeos",0
194,"rdos",0
195,"stray",0
195,"lookoutNew",0
195,"lookoutOld",0
195,"HDoutliers",0
195,"kdeos",0
195,"rdos",0
196,"stray",0
196,"lookoutNew",0
196,"lookoutOld",0
196,"HDoutliers",0
196,"kdeos",0
196,"rdos",0
197,"stray",0
197,"lookoutNew",0
197,"lookoutOld",0
197,"HDoutliers",0
197,"kdeos",0
197,"rdos",0
198,"stray",0
198,"lookoutNew",0
198,"lookoutOld",0
198,"HDoutliers",0
198,"kdeos",0
198,"rdos",0
199,"stray",0
199,"lookoutNew",0
199,"lookoutOld",0
199,"HDoutliers",0
199,"kdeos",0
199,"rdos",0
200,"stray",0
200,"lookoutNew",0
200,"lookoutOld",0
200,"HDoutliers",0
200,"kdeos",0
200,"rdos",0
