"Run","Algorithm","value"
27,"lookoutNew",0.237000000000023
27,"lookoutOld",0.227000000000032
27,"HDoutliers",0.0190000000000055
27,"kdeos",0.346000000000004
27,"rdos",9.41199999999998
28,"stray",0.0480000000000018
28,"lookoutNew",0.232000000000028
28,"lookoutOld",0.230000000000018
28,"HDoutliers",0.0120000000000005
28,"kdeos",0.336000000000013
28,"rdos",9.25299999999999
29,"stray",0.049000000000035
29,"lookoutNew",0.240000000000009
29,"lookoutOld",0.225999999999999
29,"HDoutliers",0.0130000000000337
29,"kdeos",0.348000000000013
29,"rdos",9.20999999999998
30,"stray",0.0489999999999782
30,"lookoutNew",0.283999999999992
30,"lookoutOld",0.233000000000004
30,"HDoutliers",0.0149999999999864
30,"kdeos",0.348000000000013
30,"rdos",9.57499999999999
31,"stray",0.0830000000000268
31,"lookoutNew",0.302999999999997
31,"lookoutOld",0.238999999999976
31,"HDoutliers",0.0130000000000337
31,"kdeos",0.37299999999999
31,"rdos",9.96600000000001
32,"stray",0.0469999999999686
32,"lookoutNew",0.235000000000014
32,"lookoutOld",0.233000000000004
32,"HDoutliers",0.0110000000000241
32,"kdeos",0.31899999999996
32,"rdos",9.66900000000004
33,"stray",0.0520000000000209
33,"lookoutNew",0.23599999999999
33,"lookoutOld",0.228000000000009
33,"HDoutliers",0.0120000000000005
33,"kdeos",0.322999999999979
33,"rdos",9.10200000000003
34,"stray",0.0419999999999732
34,"lookoutNew",0.231999999999971
34,"lookoutOld",0.22399999999999
34,"HDoutliers",0.0120000000000005
34,"kdeos",0.361000000000047
34,"rdos",9.16200000000003
35,"stray",0.0459999999999923
35,"lookoutNew",0.228000000000009
35,"lookoutOld",0.225000000000023
35,"HDoutliers",0.0110000000000241
35,"kdeos",0.367000000000019
35,"rdos",9.94499999999999
36,"stray",0.0439999999999827
36,"lookoutNew",0.224999999999966
36,"lookoutOld",0.223000000000013
36,"HDoutliers",0.0110000000000241
36,"kdeos",0.322000000000003
36,"rdos",8.99199999999996
37,"stray",0.0419999999999732
37,"lookoutNew",0.257000000000005
37,"lookoutOld",0.240999999999985
37,"HDoutliers",0.0120000000000005
37,"kdeos",0.471000000000004
37,"rdos",14.019
38,"stray",0.0740000000000123
38,"lookoutNew",0.437999999999988
38,"lookoutOld",0.406999999999982
38,"HDoutliers",0.0160000000000196
38,"kdeos",1.07800000000003
38,"rdos",15.083
39,"stray",0.0409999999999968
39,"lookoutNew",0.261000000000024
39,"lookoutOld",0.248999999999967
39,"HDoutliers",0.0160000000000196
39,"kdeos",0.412999999999954
39,"rdos",11.426
40,"stray",0.0450000000000159
40,"lookoutNew",0.238
40,"lookoutOld",0.240000000000009
40,"HDoutliers",0.02800000000002
40,"kdeos",0.432999999999993
40,"rdos",9.35899999999998
41,"stray",0.0400000000000205
41,"lookoutNew",0.242000000000019
41,"lookoutOld",0.235000000000014
41,"HDoutliers",0.00999999999999091
41,"kdeos",0.353999999999985
41,"rdos",9.15499999999997
42,"stray",0.0380000000000109
42,"lookoutNew",0.226999999999975
42,"lookoutOld",0.231999999999971
42,"HDoutliers",0.0129999999999768
42,"kdeos",0.378999999999962
42,"rdos",9.26500000000004
43,"stray",0.0489999999999782
43,"lookoutNew",0.302999999999997
43,"lookoutOld",0.234999999999957
43,"HDoutliers",0.0169999999999959
43,"kdeos",0.425000000000011
43,"rdos",9.31700000000001
44,"stray",0.0399999999999636
44,"lookoutNew",0.228000000000009
44,"lookoutOld",0.222999999999956
44,"HDoutliers",0.0120000000000005
44,"kdeos",0.365999999999985
44,"rdos",9.35200000000003
45,"stray",0.0399999999999636
45,"lookoutNew",0.233000000000061
45,"lookoutOld",0.219999999999914
45,"HDoutliers",0.01299999999992
45,"kdeos",0.323999999999955
45,"rdos",9.24699999999996
46,"stray",0.0400000000000773
46,"lookoutNew",0.232000000000085
46,"lookoutOld",0.227999999999952
46,"HDoutliers",0.0130000000000337
46,"kdeos",0.327999999999975
46,"rdos",9.34699999999998
47,"stray",0.0410000000000537
47,"lookoutNew",0.240999999999985
47,"lookoutOld",0.22300000000007
47,"HDoutliers",0.0130000000000337
47,"kdeos",0.326000000000022
47,"rdos",9.298
48,"stray",0.0459999999999354
48,"lookoutNew",0.233999999999924
48,"lookoutOld",0.226999999999975
48,"HDoutliers",0.0119999999999436
48,"kdeos",0.382000000000062
48,"rdos",9.30499999999995
49,"stray",0.0389999999999873
49,"lookoutNew",0.23599999999999
49,"lookoutOld",0.274999999999977
49,"HDoutliers",0.0130000000000337
49,"kdeos",0.341000000000008
49,"rdos",10.0359999999999
50,"stray",0.04200000000003
50,"lookoutNew",0.244000000000028
50,"lookoutOld",0.241999999999962
50,"HDoutliers",0.0109999999999673
50,"kdeos",0.391000000000076
50,"rdos",9.10900000000004
51,"stray",0.0349999999999682
51,"lookoutNew",0.230999999999995
51,"lookoutOld",0.230000000000018
51,"HDoutliers",0.00999999999999091
51,"kdeos",0.335999999999899
51,"rdos",9.64400000000001
52,"stray",0.04099999999994
52,"lookoutNew",0.225999999999999
52,"lookoutOld",0.22300000000007
52,"HDoutliers",0.0119999999999436
52,"kdeos",0.322999999999979
52,"rdos",10.003
53,"stray",0.0500000000000682
53,"lookoutNew",0.233000000000061
53,"lookoutOld",0.253000000000043
53,"HDoutliers",0.0120000000000573
53,"kdeos",0.364000000000033
53,"rdos",9.46100000000001
54,"stray",0.0380000000000109
54,"lookoutNew",0.225000000000023
54,"lookoutOld",0.220000000000027
54,"HDoutliers",0.0199999999999818
54,"kdeos",0.428999999999974
54,"rdos",11.138
55,"stray",0.0499999999999545
55,"lookoutNew",0.263999999999896
55,"lookoutOld",0.285000000000082
55,"HDoutliers",0.0159999999999627
55,"kdeos",0.355999999999995
55,"rdos",9.51099999999997
56,"stray",0.0410000000000537
56,"lookoutNew",0.233000000000061
56,"lookoutOld",0.223999999999933
56,"HDoutliers",0.0179999999999154
56,"kdeos",0.423999999999978
56,"rdos",11.309
57,"stray",0.0480000000000018
57,"lookoutNew",0.235000000000014
57,"lookoutOld",0.285999999999945
57,"HDoutliers",0.0119999999999436
57,"kdeos",0.434999999999945
57,"rdos",10.6690000000001
58,"stray",0.0400000000000773
58,"lookoutNew",0.247000000000071
58,"lookoutOld",0.240999999999985
58,"HDoutliers",0.0170000000000528
58,"kdeos",0.437000000000012
58,"rdos",9.3119999999999
59,"stray",0.0389999999999873
59,"lookoutNew",0.236999999999966
59,"lookoutOld",0.229999999999905
59,"HDoutliers",0.01299999999992
59,"kdeos",0.349000000000046
59,"rdos",9.81399999999996
60,"stray",0.0399999999999636
60,"lookoutNew",0.256000000000085
60,"lookoutOld",0.225999999999999
60,"HDoutliers",0.0180000000000291
60,"kdeos",0.399000000000001
60,"rdos",9.45299999999997
61,"stray",0.0389999999999873
61,"lookoutNew",0.228000000000065
61,"lookoutOld",0.228000000000065
61,"HDoutliers",0.0109999999999673
61,"kdeos",0.349000000000046
61,"rdos",10.486
62,"stray",0.04099999999994
62,"lookoutNew",0.241999999999962
62,"lookoutOld",0.230999999999995
62,"HDoutliers",0.0110000000000809
62,"kdeos",0.337999999999965
62,"rdos",10.17
63,"stray",0.0439999999999827
63,"lookoutNew",0.252000000000066
63,"lookoutOld",0.231999999999971
63,"HDoutliers",0.0149999999999864
63,"kdeos",0.380999999999972
63,"rdos",9.88200000000006
64,"stray",0.0430000000000064
64,"lookoutNew",0.229999999999905
64,"lookoutOld",0.232999999999947
64,"HDoutliers",0.0160000000000764
64,"kdeos",0.378000000000043
64,"rdos",10.047
65,"stray",0.0400000000000773
65,"lookoutNew",0.233000000000061
65,"lookoutOld",0.270999999999958
65,"HDoutliers",0.0159999999999627
65,"kdeos",0.384000000000015
65,"rdos",9.59799999999996
66,"stray",0.0499999999999545
66,"lookoutNew",0.230000000000018
66,"lookoutOld",0.237999999999943
66,"HDoutliers",0.01400000000001
66,"kdeos",0.323999999999955
66,"rdos",9.76699999999994
67,"stray",0.0619999999998981
67,"lookoutNew",0.300000000000068
67,"lookoutOld",0.243999999999915
67,"HDoutliers",0.0180000000000291
67,"kdeos",0.349000000000046
67,"rdos",10.798
68,"stray",0.0520000000000209
68,"lookoutNew",0.236999999999966
68,"lookoutOld",0.221000000000004
68,"HDoutliers",0.0130000000000337
68,"kdeos",0.330000000000041
68,"rdos",9.64699999999993
69,"stray",0.0400000000000773
69,"lookoutNew",0.230999999999995
69,"lookoutOld",0.222999999999956
69,"HDoutliers",0.0150000000001
69,"kdeos",0.350000000000023
69,"rdos",9.75
70,"stray",0.0510000000000446
70,"lookoutNew",0.269999999999982
70,"lookoutOld",0.229000000000042
70,"HDoutliers",0.0119999999999436
70,"kdeos",0.392000000000053
70,"rdos",9.49700000000007
71,"stray",0.0439999999999827
71,"lookoutNew",0.226999999999975
71,"lookoutOld",0.22300000000007
71,"HDoutliers",0.0119999999999436
71,"kdeos",0.379000000000019
71,"rdos",9.28499999999997
72,"stray",0.0480000000000018
72,"lookoutNew",0.244000000000028
72,"lookoutOld",0.285999999999945
72,"HDoutliers",0.0159999999999627
72,"kdeos",0.394000000000005
72,"rdos",10.46
73,"stray",0.0380000000000109
73,"lookoutNew",0.246999999999957
73,"lookoutOld",0.255000000000109
73,"HDoutliers",0.01400000000001
73,"kdeos",0.384000000000015
73,"rdos",9.87600000000009
74,"stray",0.0500000000000682
74,"lookoutNew",0.240000000000009
74,"lookoutOld",0.23700000000008
74,"HDoutliers",0.01400000000001
74,"kdeos",0.384000000000015
74,"rdos",10.045
75,"stray",0.0450000000000728
75,"lookoutNew",0.254000000000019
75,"lookoutOld",0.237999999999943
75,"HDoutliers",0.01400000000001
75,"kdeos",0.380999999999972
75,"rdos",10.0649999999999
76,"stray",0.0439999999999827
76,"lookoutNew",0.225999999999999
76,"lookoutOld",0.220000000000027
76,"HDoutliers",0.0190000000000055
76,"kdeos",0.380999999999972
76,"rdos",10.092
77,"stray",0.0430000000000064
77,"lookoutNew",0.239000000000033
77,"lookoutOld",0.246999999999957
77,"HDoutliers",0.0149999999999864
77,"kdeos",0.375999999999976
77,"rdos",10.592
78,"stray",0.0470000000000255
78,"lookoutNew",0.253000000000043
78,"lookoutOld",0.240000000000009
78,"HDoutliers",0.0130000000000337
78,"kdeos",0.370999999999981
78,"rdos",10.0809999999999
79,"stray",0.0520000000000209
79,"lookoutNew",0.252999999999929
79,"lookoutOld",0.247999999999934
79,"HDoutliers",0.0130000000000337
79,"kdeos",0.51400000000001
79,"rdos",10.606
80,"stray",0.0520000000000209
80,"lookoutNew",0.272000000000048
80,"lookoutOld",0.26400000000001
80,"HDoutliers",0.0130000000000337
80,"kdeos",0.574000000000069
80,"rdos",11.433
81,"stray",0.0400000000000773
81,"lookoutNew",0.247000000000071
81,"lookoutOld",0.235000000000014
81,"HDoutliers",0.0119999999999436
81,"kdeos",0.365000000000009
81,"rdos",11.1850000000001
82,"stray",0.0449999999999591
82,"lookoutNew",0.230999999999995
82,"lookoutOld",0.254999999999995
82,"HDoutliers",0.00899999999990087
82,"kdeos",0.456000000000017
82,"rdos",9.93799999999999
83,"stray",0.039000000000101
83,"lookoutNew",0.242999999999938
83,"lookoutOld",0.254999999999995
83,"HDoutliers",0.0169999999999391
83,"kdeos",0.372000000000071
83,"rdos",9.82100000000003
84,"stray",0.0380000000000109
84,"lookoutNew",0.227999999999952
84,"lookoutOld",0.216000000000008
84,"HDoutliers",0.00999999999999091
84,"kdeos",0.346000000000004
84,"rdos",9.1640000000001
85,"stray",0.04099999999994
85,"lookoutNew",0.228999999999928
85,"lookoutOld",0.248000000000047
85,"HDoutliers",0.00999999999999091
85,"kdeos",0.33400000000006
85,"rdos",10.284
86,"stray",0.0419999999999163
86,"lookoutNew",0.25
86,"lookoutOld",0.254999999999995
86,"HDoutliers",0.00900000000001455
86,"kdeos",0.413000000000011
86,"rdos",9.1149999999999
87,"stray",0.0440000000000964
87,"lookoutNew",0.228999999999928
87,"lookoutOld",0.223999999999933
87,"HDoutliers",0.0119999999999436
87,"kdeos",0.316000000000031
87,"rdos",8.95800000000008
88,"stray",0.0439999999999827
88,"lookoutNew",0.232000000000085
88,"lookoutOld",0.223000000000184
88,"HDoutliers",0.0109999999999673
88,"kdeos",0.349999999999909
88,"rdos",8.98199999999997
89,"stray",0.0419999999999163
89,"lookoutNew",0.230000000000018
89,"lookoutOld",0.225000000000136
89,"HDoutliers",0.0109999999999673
89,"kdeos",0.378000000000156
89,"rdos",8.89200000000005
90,"stray",0.0450000000000728
90,"lookoutNew",0.222999999999956
90,"lookoutOld",0.22400000000016
90,"HDoutliers",0.00999999999999091
90,"kdeos",0.320999999999913
90,"rdos",8.86599999999999
91,"stray",0.0419999999999163
91,"lookoutNew",0.230999999999995
91,"lookoutOld",0.230000000000018
91,"HDoutliers",0.01299999999992
91,"kdeos",0.319999999999936
91,"rdos",8.83399999999983
92,"stray",0.04099999999994
92,"lookoutNew",0.226999999999862
92,"lookoutOld",0.223999999999933
92,"HDoutliers",0.0110000000001946
92,"kdeos",0.326999999999998
92,"rdos",8.88599999999997
93,"stray",0.0429999999998927
93,"lookoutNew",0.226000000000113
93,"lookoutOld",0.221000000000004
93,"HDoutliers",0.0119999999999436
93,"kdeos",0.316000000000031
93,"rdos",8.89099999999985
94,"stray",0.0419999999999163
94,"lookoutNew",0.229000000000042
94,"lookoutOld",0.223999999999933
94,"HDoutliers",0.0109999999999673
94,"kdeos",0.34699999999998
94,"rdos",8.89900000000011
95,"stray",0.0430000000001201
95,"lookoutNew",0.229000000000042
95,"lookoutOld",0.22400000000016
95,"HDoutliers",0.0109999999999673
95,"kdeos",0.352999999999838
95,"rdos",8.86199999999985
96,"stray",0.0480000000000018
96,"lookoutNew",0.227000000000089
96,"lookoutOld",0.22199999999998
96,"HDoutliers",0.0119999999999436
96,"kdeos",0.346000000000004
96,"rdos",8.81400000000008
97,"stray",0.04099999999994
97,"lookoutNew",0.231999999999971
97,"lookoutOld",0.225999999999885
97,"HDoutliers",0.0119999999999436
97,"kdeos",0.320999999999913
97,"rdos",8.79999999999995
98,"stray",0.043999999999869
98,"lookoutNew",0.227000000000089
98,"lookoutOld",0.222999999999956
98,"HDoutliers",0.0109999999999673
98,"kdeos",0.331000000000131
98,"rdos",8.81600000000003
99,"stray",0.04099999999994
99,"lookoutNew",0.225999999999885
99,"lookoutOld",0.221000000000004
99,"HDoutliers",0.0109999999999673
99,"kdeos",0.31899999999996
99,"rdos",8.81200000000013
100,"stray",0.04099999999994
100,"lookoutNew",0.22400000000016
100,"lookoutOld",0.219000000000051
100,"HDoutliers",0.012000000000171
100,"kdeos",0.311999999999898
100,"rdos",12.02
